user_id,item_id,timestamp
6022,668,956703940.0
6022,322,956703940.0
6022,42,956704000.0
6022,1090,956704000.0
6022,2669,956704060.0
6022,1604,956704060.0
6022,2457,956704060.0
6022,1541,956704060.0
6022,1231,956704060.0
6022,345,956704060.0
6022,419,956704200.0
6022,10,956704200.0
6022,24,956704200.0
6022,168,956704260.0
6022,558,956704260.0
6022,2886,956704300.0
6022,105,956704450.0
6022,52,956704450.0
6022,2519,956704450.0
6022,135,956704450.0
6022,1928,956704500.0
6022,308,956704500.0
6022,49,956704500.0
6022,416,956704600.0
6022,380,956704600.0
6022,39,956704600.0
6022,794,956704640.0
6022,44,956704640.0
6022,2453,956704700.0
6022,519,956704700.0
6022,246,956704700.0
6022,226,956704700.0
6022,40,956704700.0
6022,110,956704800.0
6022,56,956704800.0
6022,271,956704800.0
6022,1956,956704800.0
6022,229,956704800.0
6022,2455,956704800.0
6022,364,956704800.0
6022,142,956704830.0
6022,957,956704830.0
6022,984,956704830.0
6022,528,956704830.0
6022,504,956704830.0
6022,259,956704900.0
6022,280,956704900.0
6022,1104,956704900.0
6022,360,956704960.0
6022,1272,956704960.0
6022,276,956704960.0
6022,438,956704960.0
6022,98,956705000.0
6022,291,956705000.0
6022,452,956705000.0
6022,1161,956705000.0
6022,335,956705000.0
6022,96,956705100.0
6022,921,956705100.0
6022,1950,956705150.0
6022,381,956705200.0
6022,177,956705200.0
6022,1232,956715260.0
6022,106,956715260.0
6022,1535,956715260.0
6022,742,956715260.0
6022,1096,956715260.0
6022,1892,956715400.0
6022,2448,956715400.0
6022,1292,956715400.0
6022,2512,956715400.0
6022,1343,956715400.0
6022,72,956715400.0
6022,1575,956715400.0
6022,218,956715400.0
6022,85,956715400.0
6022,88,956715400.0
6022,410,956715400.0
6022,1573,956715400.0
6022,125,956715460.0
6022,128,956715460.0
6022,1238,956715460.0
6022,1896,956715460.0
6022,1293,956715460.0
6022,211,956715460.0
6022,55,956715500.0
6022,1107,956715500.0
6022,796,956715500.0
6022,546,956715500.0
6022,178,956715500.0
6022,148,956715500.0
6022,391,956715600.0
6022,2799,956715600.0
6022,949,956715600.0
6022,1244,956715600.0
6022,1068,956715600.0
6022,43,956715600.0
6022,1795,956715600.0
6022,713,956715600.0
6022,16,956715600.0
6022,27,956715600.0
6022,279,956715650.0
6022,793,956715650.0
6022,624,956715650.0
6022,1339,956715650.0
6022,1077,956715650.0
6022,184,956715650.0
6022,153,956715650.0
6022,219,956715700.0
6022,109,956715700.0
6022,642,956715700.0
6022,846,956715800.0
6022,719,956715800.0
6022,65,956715800.0
6022,645,956715800.0
6022,273,956715800.0
6022,1003,956715840.0
6022,1314,956715840.0
6022,1183,956715840.0
6022,798,956715840.0
6022,1266,956715840.0
6022,53,956715840.0
6022,1939,956715840.0
6022,101,956715900.0
6022,1971,956715900.0
6022,1109,956715900.0
6022,1912,956715900.0
6022,2667,956715970.0
6022,277,956715970.0
6022,199,956715970.0
6022,1303,956715970.0
6022,187,956715970.0
6022,1533,956715970.0
6022,1298,956715970.0
6022,1047,956715970.0
6022,586,956716000.0
6022,675,956716000.0
6022,754,956716000.0
6022,1308,956716000.0
6022,143,956716100.0
6022,423,956716100.0
6022,736,956716100.0
6022,278,956716160.0
6022,1427,956716160.0
6022,1017,956716160.0
6022,2770,956716160.0
6022,2374,956716160.0
6022,634,956716160.0
6022,1016,956716200.0
6022,940,956716200.0
6022,2561,956716200.0
6022,403,956716300.0
6022,1975,956716300.0
6022,1174,956716300.0
6022,398,956716300.0
6022,1214,956716300.0
6022,714,956716300.0
6022,776,956716350.0
6022,1335,956716350.0
6022,856,956716350.0
6022,839,956716350.0
6022,1154,956716350.0
6022,753,956716350.0
6022,132,956716400.0
6022,603,956716400.0
6022,2828,956716400.0
6022,1215,956716400.0
6022,1270,956716500.0
6022,1271,956716500.0
6022,1709,956716500.0
6022,1139,956716500.0
6022,1131,956716500.0
6022,734,956716500.0
6022,1176,956716540.0
6022,1070,956716540.0
6022,1701,956716540.0
6022,1593,956716540.0
6022,2597,956716540.0
6022,1253,956716540.0
6022,771,956716540.0
6022,1079,956716600.0
6022,2002,956716600.0
6022,2006,956716740.0
6022,660,956716800.0
6022,707,956716800.0
6022,1986,956716800.0
6022,1228,956716800.0
6022,628,956716860.0
6022,337,956716860.0
6022,2007,956716860.0
6022,45,956716860.0
6022,2148,956716860.0
6022,2600,957716500.0
6022,1,957716600.0
6022,610,957716600.0
6022,320,957716700.0
6022,1451,957716700.0
6022,175,957716700.0
6022,1193,957716740.0
6022,2428,957716740.0
6022,1460,957716740.0
6022,765,957716740.0
6022,485,957716740.0
6022,695,957716800.0
6022,1507,957716800.0
6022,559,957716800.0
6022,596,957716800.0
6022,996,957716800.0
6022,2266,957716860.0
6022,68,957716860.0
6022,1156,957716860.0
6022,680,957716900.0
6022,207,957716900.0
6022,314,957716900.0
6022,2272,957716900.0
6022,236,957716900.0
6022,632,957716900.0
6022,2004,957716900.0
6022,244,957717000.0
6022,1717,957717000.0
6022,1594,957717000.0
6022,1882,957717000.0
6022,275,957717000.0
6022,1250,957717100.0
6022,2005,957717100.0
6022,2722,957717100.0
6022,163,957717100.0
6022,661,957717200.0
6022,157,957717200.0
6022,1639,957717200.0
6022,382,957717200.0
6022,22,957717200.0
6022,2712,957717200.0
6022,1445,957717250.0
6022,102,957717250.0
6022,715,957717250.0
6022,305,957717250.0
6022,503,957717300.0
6022,552,957717300.0
6022,755,957717300.0
6022,41,957717400.0
6022,154,957717400.0
6022,97,957717440.0
6022,975,957717440.0
6022,860,957717440.0
6022,599,957717440.0
6022,1124,957717440.0
6022,963,957717440.0
6022,1457,957717500.0
6022,647,957717570.0
6022,2009,957717570.0
6022,1288,957717570.0
6022,284,957717570.0
6022,725,957717570.0
6022,992,957717600.0
6022,185,957717600.0
6022,62,957717700.0
6022,1522,957717700.0
6022,1481,957717700.0
6022,136,960971650.0
6022,210,960971700.0
6022,1450,960971700.0
6022,1577,960971800.0
6022,2326,960971800.0
6022,341,960971840.0
6022,1519,960971840.0
6022,1532,960971840.0
6022,2795,960971900.0
6022,375,960971900.0
6022,609,960971900.0
6022,122,960971900.0
6022,76,960971970.0
6022,171,960971970.0
6022,2889,960971970.0
6022,2420,960971970.0
6022,944,960972000.0
6022,372,960972000.0
6022,258,960972000.0
6022,354,960972700.0
6022,78,960972700.0
6022,1601,960972700.0
6022,117,960972700.0
6022,1059,960972700.0
6022,541,960972700.0
6022,705,960972700.0
6022,2123,960972740.0
6022,2641,960972740.0
6022,363,960972740.0
6022,1621,960972740.0
6022,1225,960972740.0
6022,140,960972800.0
